progeny,Replicate,Date,HT,DIA
L154,2,5.28,60,4.74
L154,3,5.28,61,4.35
L154,4,5.28,83,5.18
L154,5,5.28,68,4.53
L178,1,5.28,28,2.79
L178,2,5.28,52,3.94
L178,3,5.28,58,3.9
L178,4,5.28,87,5.05
L178,5,5.28,73,4.61
L20,1,5.28,53,4.61
L20,2,5.28,42.5,3.39
L20,3,5.28,57,4.05
L20,4,5.28,28,2.93
L20,5,5.28,41,4.11
L78,1,5.28,31,2.98
L78,2,5.28,26,2.88
L78,3,5.28,46,3.45
L78,4,5.28,54,4.98
L78,5,5.28,56,3.15
L80,1,5.28,75,4.37
L80,2,5.28,54,4.58
L80,3,5.28,52,4.33
L80,4,5.28,40,4.08
L80,5,5.28,73,5.01
L9,1,5.28,64,4.27
L9,2,5.28,48,5.03
L9,3,5.28,113,7.08
L9,4,5.28,44,3.82
L9,5,5.28,50,3.2
L35,1,5.28,38,3.83
L35,2,5.28,40,4.01
L35,3,5.28,47,4.6
L35,4,5.28,97,5.53
L35,5,5.28,73,5.1
L187,1,5.28,56,3.88
L187,2,5.28,61,4.31
L187,3,5.28,92,5.12
L187,4,5.28,89,5.54
L187,5,5.28,70,4.08
L45,1,5.28,32,2.81
L45,2,5.28,54,3.48
L45,3,5.28,62,3.83
L45,4,5.28,52,3.8
L45,5,5.28,87,5.2
L186,1,5.28,83,4.51
L186,2,5.28,104,5.53
L186,3,5.28,60,5.4
L186,4,5.28,115,7.91
L186,5,5.28,83,5.74
L180,1,5.28,94,5.55
L180,2,5.28,66,4.58
L180,3,5.28,83,5.05
L180,4,5.28,87,5.36
L180,5,5.28,104,6.76
L85,1,5.28,65,4.31
L85,2,5.28,63,5.02
L85,3,5.28,34,3.41
L85,4,5.28,53,4.19
L85,5,5.28,61,4.09
L7,1,5.28,63,4.04
L7,2,5.28,76,5.02
L7,3,5.28,61,3.79
L7,4,5.28,76,5.06
L7,5,5.28,50,3.81
L32,1,5.28,74,4.82
L32,2,5.28,89,6.59
L32,3,5.28,94,5.94
L32,4,5.28,89,4.83
L32,5,5.28,79,4.76
L26,1,5.28,33,3.12
L26,2,5.28,37,3.49
L26,3,5.28,28,2.51
L26,4,5.28,28,3.16
L26,5,5.28,31,2.71
L82,1,5.28,75,4.54
L82,2,5.28,51,4.38
L82,3,5.28,48,4.92
L82,4,5.28,55,4.68
L82,5,5.28,64,4.52
L131,1,5.28,71,4.98
L131,2,5.28,51,4.35
L131,3,5.28,105,6.85
L131,4,5.28,60,4.24
L131,5,5.28,64,4.64
L2,1,5.28,72,5.44
L2,2,5.28,59,3.89
L2,3,5.28,63,4.18
L2,4,5.28,51,2.95
L2,5,5.28,84,4.81
L93,1,5.28,64,4.54
L93,2,5.28,74,4.55
L93,3,5.28,95,5.01
L93,4,5.28,75,4.47
L93,5,5.28,83,4.58
L44,1,5.28,64,3.62
L44,2,5.28,63,4.11
L44,3,5.28,51,3.29
L44,4,5.28,30,3.36
L44,5,5.28,44,3.41
L75,1,5.28,108,4.08
L75,2,5.28,62,4.15
L75,3,5.28,44,3.45
L75,4,5.28,66,5.51
L75,5,5.28,65,4.63
L165,1,5.28,79,4.87
L165,2,5.28,72,4.16
L165,3,5.28,89,4.93
L165,4,5.28,82,4.64
L165,5,5.28,61,3.72
L203,1,5.28,64,3.27
L203,2,5.28,89,5.24
L203,3,5.28,86,4.57
L203,4,5.28,104,5.58
L203,5,5.28,76,5.7
L66,1,5.28,47,4.33
L66,2,5.28,31,2.95
L66,3,5.28,55,4.43
L66,4,5.28,35,3.51
L66,5,5.28,65,4.58
L25,1,5.28,76,5.1
L25,2,5.28,63,4.28
L25,3,5.28,66,6.04
L25,4,5.28,28,2.99
L25,5,5.28,57,4.74
L62,1,5.28,76,4.51
L62,2,5.28,72,4.79
L62,3,5.28,66,4.24
L62,4,5.28,54,3.93
L62,5,5.28,66,4.52
L37,1,5.28,55,3.42
L37,2,5.28,74,4.13
L37,3,5.28,61,3.76
L37,4,5.28,51,3.42
L37,5,5.28,91,5.37
L202,1,5.28,43,3.58
L202,2,5.28,82,5.33
L202,3,5.28,28,3.04
L202,4,5.28,83,4.73
L202,5,5.28,51,4.5
L126,1,5.28,50,4.16
L126,2,5.28,12,2.22
L126,3,5.28,18,2.82
L126,4,5.28,16,3.1
L126,5,5.28,28,3.75
L57,1,5.28,28,2.54
L57,2,5.28,84,5.02
L57,3,5.28,81,3.49
L57,4,5.28,56,3.03
L57,5,5.28,114,6.31
L129,1,5.28,51,3.41
L129,2,5.28,81,5.44
L129,3,5.28,59,3.55
L129,4,5.28,22,2.69
L129,5,5.28,82,4.46
L108,1,5.28,41,3.72
L108,2,5.28,47,3.76
L108,3,5.28,43,2.9
L108,4,5.28,67,3.82
L108,5,5.28,53,3.79
L134,1,5.28,88,4.75
L134,2,5.28,71,4.06
L134,3,5.28,83,3.51
L134,4,5.28,63,4.23
L134,5,5.28,88,5.43
L18,1,5.28,59,4.63
L18,2,5.28,53,3.91
L18,3,5.28,75,4.48
L18,4,5.28,66,5.48
L18,5,5.28,32,2.76
L72,1,5.28,49,3.35
L72,2,5.28,55,4.74
L72,3,5.28,68,4.43
L72,4,5.28,49,3.6
L72,5,5.28,102,6.73
L53,1,5.28,99,5.91
L53,2,5.28,93,7.23
L53,3,5.28,81,5.24
L53,4,5.28,86,3.58
L53,5,5.28,NA,NA
L79,1,5.28,44,3.64
L79,2,5.28,49,3.65
L79,3,5.28,32,3.32
L79,4,5.28,52,3.83
L79,5,5.28,65,4.92
L172,1,6.12,68,6.15
L172,2,6.12,104,5.67
L172,3,6.12,108,8.2
L172,4,6.12,59,5.64
L172,5,6.12,120,6.6
L164,1,6.12,110,5.88
L164,2,6.12,108,6.91
L164,3,6.12,129,7.28
L164,4,6.12,129,5.18
L164,5,6.12,73,6.53
L162,1,6.12,88,4.6
L162,2,6.12,129,6.48
L162,3,6.12,106,6.01
L162,4,6.12,110,5.46
L162,5,6.12,134,6.48
L1,1,6.12,92,5.86
L1,2,6.12,102,5.91
L1,3,6.12,115,5.24
L1,4,6.12,99,4.91
L1,5,6.12,113,6.08
L70,1,6.12,100,5.52
L70,2,6.12,97,4.72
L70,3,6.12,85,5.08
L70,4,6.12,99,5.4
L70,5,6.12,79,4.88
L175,1,6.12,99,5.6
L175,2,6.12,84,6.08
L175,3,6.12,88,6.54
L175,4,6.12,93,6.11
L175,5,6.12,94,6
L11,1,6.12,119,7.1
L11,2,6.12,111,6
L11,3,6.12,124,6.75
L11,4,6.12,45,5.08
L11,5,6.12,76,6.16
L127,1,6.12,140,7.51
L127,2,6.12,124,7.28
L127,3,6.12,97,5.82
L127,4,6.12,133,7.55
L127,5,6.12,143,7.37
L12,1,6.12,62,5.3
L12,2,6.12,99,5.76
L12,3,6.12,77,6.91
L12,4,6.12,133,7.14
L12,5,6.12,62,4.91
L161,1,6.12,27,4.08
L161,2,6.12,57,4.82
L161,3,6.12,89,4.52
L161,4,6.12,42,4.32
L161,5,6.12,88,8.05
L46,1,6.12,93,5.18
L46,2,6.12,75,5.67
L46,3,6.12,44,4.39
L46,4,6.12,106,6.2
L46,5,6.12,52,4.9
L159,1,6.12,127,6.18
L159,2,6.12,157,8.18
L159,3,6.12,119,6.31
L159,4,6.12,128,6.67
L159,5,6.12,140,6.46
L156,1,6.12,116,5.91
L156,2,6.12,44,4.19
L156,3,6.12,88,4.23
L156,4,6.12,85,4.98
L156,5,6.12,101,5.49
L34,1,6.12,114,5.84
L34,2,6.12,46,4.25
L34,3,6.12,143,8.18
L34,4,6.12,119,5.94
L34,5,6.12,116,7.2
L13,1,6.12,97,7.74
L13,2,6.12,96,6.15
L13,3,6.12,88,6.2
L13,4,6.12,87,5.57
L13,5,6.12,90,6.31
L145,1,6.12,50,4.63
L145,2,6.12,60,5.6
L145,3,6.12,57,4.48
L145,4,6.12,52,4.05
L145,5,6.12,47,4.16
L24,1,6.12,64,5.26
L24,2,6.12,80,6.46
L24,3,6.12,51,4.54
L24,4,6.12,46,4.83
L24,5,6.12,41,4.42
L209,1,6.12,114,7.6
L209,2,6.12,50,5.1
L209,3,6.12,64,4.46
L209,4,6.12,102,5.99
L209,5,6.12,?,5.32
L76,1,6.12,109,5.64
L76,2,6.12,81,5.24
L76,3,6.12,62,5.7
L76,4,6.12,127,6.17
L76,5,6.12,127,6.92
L157,1,6.12,91,5.41
L157,2,6.12,45,4.53
L157,3,6.12,49,5.43
L157,4,6.12,68,6.4
L157,5,6.12,75,5.51
L169,1,6.12,131,6.18
L169,2,6.12,115,7.41
L169,3,6.12,95,6.9
L169,4,6.12,103,6.68
L169,5,6.12,102,7.4
L59,1,6.12,163,8.5
L59,2,6.12,61,6.17
L59,3,6.12,137,7.76
L59,4,6.12,122,6.06
L59,5,6.12,118,9.03
L64,1,6.12,127,6.15
L64,2,6.12,86,5.97
L64,3,6.12,113,6.37
L64,4,6.12,117,6.3
L64,5,6.12,101,5.41
L153,1,6.12,92,5.46
L153,2,6.12,90,5.19
L153,3,6.12,115,6.38
L153,4,6.12,91,5.87
L153,5,6.12,97,5.52
L68,1,6.12,69,5.2
L68,2,6.12,110,5.7
L68,3,6.12,82,4.38
L68,4,6.12,122,5.88
L68,5,6.12,62,4.77
L119,1,6.12,90,5.21
L119,2,6.12,112,6
L119,3,6.12,114,5.54
L119,4,6.12,79,4.67
L119,5,6.12,49,4.62
L181,1,6.12,128,6.76
L181,2,6.12,103,5.63
L181,3,6.12,109,6.9
L181,4,6.12,136,7.01
L181,5,6.12,83,4.71
L144,1,6.12,124,6.47
L144,2,6.12,51,4.79
L144,3,6.12,92,5.56
L144,4,6.12,101,5.96
L144,5,6.12,106,5.45
L192,1,6.12,121,6.1
L192,2,6.12,115,6.71
L192,3,6.12,125,6.03
L192,4,6.12,112,6.15
L192,5,6.12,109,5.2
L90,1,6.12,63,5.72
L90,2,6.12,81,6.82
L90,3,6.12,93,5.24
L90,4,6.12,124,7.4
L90,5,6.12,142,7.9
L166,1,6.12,59,4.21
L166,2,6.12,59,4.6
L166,3,6.12,83,5.88
L166,4,6.12,124,6.32
L166,5,6.12,98,5.46
L41,1,6.12,116,8.6
L41,2,6.12,83,8.09
L41,3,6.12,54,6.2
L41,4,6.12,?,
L41,5,6.12,115,6.93
L204,1,6.12,72,6.08
L204,2,6.12,65,4.17
L204,3,6.12,81,6.99
L204,4,6.12,82,5.76
L204,5,6.12,109,7.24
L61,1,6.12,133,6.15
L61,2,6.12,77,7.27
L61,3,6.12,107,6.32
L61,4,6.12,61,5.48
L61,5,6.12,88,6.18
L3,1,6.12,61,5.22
L3,2,6.12,145,8.45
L3,3,6.12,66,5.62
L3,4,6.12,114,7.16
L3,5,6.12,109,7.03
L122,1,6.12,122,5.55
L122,2,6.12,67,5.66
L122,3,6.12,115,5.92
L122,4,6.12,50,3.78
L122,5,6.12,92,5.09
L176,1,6.12,77,5.3
L176,2,6.12,69,5.7
L176,3,6.12,70,4.36
L176,4,6.12,62,4.71
L176,5,6.12,61,5.46
L118,1,6.12,116,5.7
L118,2,6.12,83,5.75
L118,3,6.12,47,5.23
L118,4,6.12,113,6.92
L118,5,6.12,119,6.17
L193,1,6.12,48,4.33
L193,2,6.12,74,4.95
L193,3,6.12,76,6.32
L193,4,6.12,100,6.34
L193,5,6.12,101,6.63
L130,1,6.12,73,5.67
L130,2,6.12,97,6.55
L130,3,6.12,81,4.36
L130,4,6.12,120,6.34
L130,5,6.12,102,6.93
L14,1,6.12,118,6.74
L14,2,6.12,111,6.42
L14,3,6.12,93,9.95
L14,4,6.12,68,4.18
L14,5,6.12,121,6.43
L43,1,6.12,80,5.92
L43,2,6.12,90,5.42
L43,3,6.12,69,4.54
L43,4,6.12,64,4.35
L43,5,6.12,29,3.82
L98,1,6.12,101,5.05
L98,2,6.12,111,7.97
L98,3,6.12,105,5.68
L98,4,6.12,65,4.6
L98,5,6.12,122,6.84
L195,1,6.12,100,5.61
L195,2,6.12,120,6.24
L195,3,6.12,100,5.23
L195,4,6.12,108,6.94
L195,5,6.12,78,4.98
L4,1,6.12,102,5.96
L4,2,6.12,37,3.88
L4,3,6.12,71,3.97
L4,4,6.12,63,3.22
L4,5,6.12,35,3.66
L86,1,6.12,136,7.19
L86,2,6.12,105,5.92
L86,3,6.12,92,5.15
L86,4,6.12,156,8.13
L86,5,6.12,79,4.52
L6,1,6.12,?,
L6,2,6.12,93,5.84
L6,3,6.12,56,5.36
L6,4,6.12,157,8.47
L6,5,6.12,120,6.6
L121,1,6.12,134,6.48
L121,2,6.12,136,4.29
L121,3,6.12,94,4.95
L121,4,6.12,110,5.38
L121,5,6.12,140,6.65
L91,1,6.12,83,4.55
L91,2,6.12,77,6.53
L91,3,6.12,93,5.01
L91,4,6.12,77,5.73
L91,5,6.12,31,3.41
L94,1,6.12,69,5.42
L94,2,6.12,89,4.29
L94,3,6.12,76,5.02
L94,4,6.12,57,4.14
L94,5,6.12,144,7.45
L137,1,6.12,139,6.14
L137,2,6.12,72,4.7
L137,3,6.12,68,5.14
L137,4,6.12,57,4.41
L137,5,6.12,116,7.54
L174,1,6.12,52,3.27
L174,2,6.12,140,6.66
L174,3,6.12,73,4.02
L174,4,6.12,93,5.17
L174,5,6.12,70,3.85
L212,1,6.12,79,4.42
L212,2,6.12,80,4.92
L212,3,6.12,97,4.8
L212,4,6.12,104,5.01
L212,5,6.12,111,4.99
L92,1,6.12,37,3.93
L92,2,6.12,118,6.05
L92,3,6.12,58,4.3
L92,4,6.12,101,5.29
L92,5,6.12,41,3.94
L140,1,6.12,71,4.87
L140,2,6.12,92,5.14
L140,3,6.12,42,3.64
L140,4,6.12,65,4.69
L140,5,6.12,79,4.63
L123,1,6.12,81,5.05
L123,2,6.12,45,3.53
L123,3,6.12,129,7.38
L123,4,6.12,115,5.88
L123,5,6.12,108,5.38
L182,1,6.12,103,5.66
L182,2,6.12,68,4.44
L182,3,6.12,38,3.88
L182,4,6.12,119,7.94
L182,5,6.12,39,3.48
L183,1,6.12,62,3.93
L183,2,6.12,84,5.27
L183,3,6.12,104,5.96
L183,4,6.12,69,4.55
L183,5,6.12,62,5.64
L124,1,6.12,56,3.82
L124,2,6.12,68,4.05
L124,3,6.12,125,6.13
L124,4,6.12,78,4.17
L124,5,6.12,59,4.85
L167,1,6.12,58,4.44
L167,2,6.12,42,4.07
L167,3,6.12,84,4.87
L167,4,6.12,57,4.36
L167,5,6.12,118,5.93
L185,1,6.12,95,5.11
L185,2,6.12,91,5.3
L185,3,6.12,31,3.22
L185,4,6.12,51,4.31
L185,5,6.12,50,3.75
L142,1,6.12,123,6.98
L142,2,6.12,92,5.67
L142,3,6.12,140,7.35
L142,4,6.12,75,5.04
L142,5,6.12,77,4.68
L135,1,6.12,65,3.94
L135,2,6.12,43,3.5
L135,3,6.12,58,5.42
L135,4,6.12,54,5.2
L135,5,6.12,57,5.06
L160,1,6.12,33,3.92
L160,2,6.12,108,7.18
L160,3,6.12,91,5.71
L160,4,6.12,22,3.6
L160,5,6.12,29,3.82
L27,1,6.12,94,6.07
L27,2,6.12,75,3.95
L27,3,6.12,96,5.73
L27,4,6.12,57,3.75
L27,5,6.12,92,5.19
L120,1,6.12,93,4.5
L120,2,6.12,101,5.42
L120,3,6.12,88,4.7
L120,4,6.12,39,2.84
L120,5,6.12,88,4.55
L117,1,6.12,114,7.03
L117,2,6.12,52,4.05
L117,3,6.12,46,3.47
L117,4,6.12,44,3.72
L117,5,6.12,110,5.69
L171,1,6.12,80,4.11
L171,2,6.12,71,5.63
L171,3,6.12,58,5.09
L171,4,6.12,87,4.95
L171,5,6.12,68,5.54
L38,1,6.12,67,4.35
L38,2,6.12,61,4.71
L38,3,6.12,146,7.15
L38,4,6.12,78,6.99
L38,5,6.12,114,8.82
L177,1,6.12,106,5.79
L177,2,6.12,86,5.12
L177,3,6.12,64,3.84
L177,4,6.12,102,5.62
L177,5,6.12,81,4.86
L138,1,6.12,104,7.14
L138,2,6.12,84,5.8
L138,3,6.12,87,7.22
L138,4,6.12,75,5.72
L138,5,6.12,58,4.38
L54,1,6.12,67,5.57
L54,2,6.12,89,4.16
L54,3,6.12,89,5.94
L54,4,6.12,68,6.28
L54,5,6.12,60,5.71
L168,1,6.12,65,4.26
L168,2,6.12,75,4.59
L168,3,6.12,97,6.77
L168,4,6.12,42,5.76
L168,5,6.12,98,5.27
L128,1,6.12,61,5.62
L128,2,6.12,34,3.6
L128,3,6.12,48,4.02
L128,4,6.12,99,6.09
L128,5,6.12,58,5.01
L154,1,6.12,39,3.86
L154,2,6.12,64,4.65
L154,3,6.12,65,4.97
L154,4,6.12,104,5.95
L154,5,6.12,93,5.68
L178,1,6.12,29,3.9
L178,2,6.12,53,4.24
L178,3,6.12,76,4.8
L178,4,6.12,110,5.82
L178,5,6.12,91,5.74
L20,1,6.12,53,4.8
L20,2,6.12,44,3.49
L20,3,6.12,58,4.67
L20,4,6.12,29,3.25
L20,5,6.12,42,4.03
L78,1,6.12,32,3.14
L78,2,6.12,27,2.89
L78,3,6.12,66,4.01
L78,4,6.12,91,4.63
L78,5,6.12,84,5.16
L80,1,6.12,86,4.58
L80,2,6.12,92,4.83
L80,3,6.12,90,5.21
L80,4,6.12,41,4.26
L80,5,6.12,74,5.34
L9,1,6.12,64,4.61
L9,2,6.12,49,5.57
L9,3,6.12,137,8.03
L9,4,6.12,44,4.13
L9,5,6.12,68,3.84
L35,1,6.12,39,3.9
L35,2,6.12,55,5.35
L35,3,6.12,48,4.91
L35,4,6.12,129,7.32
L35,5,6.12,77,5.72
L187,1,6.12,63,4.16
L187,2,6.12,86,5.64
L187,3,6.12,94,6.58
L187,4,6.12,123,6.53
L187,5,6.12,112,4.77
L45,1,6.12,33,3.01
L45,2,6.12,65,4.11
L45,3,6.12,60,4.28
L45,4,6.12,68,5.11
L45,5,6.12,106,6.56
L186,1,6.12,95,4.87
L186,2,6.12,123,6.54
L186,3,6.12,62,5.89
L186,4,6.12,165,8.45
L186,5,6.12,97,5.62
L180,1,6.12,125,6.97
L180,2,6.12,93,5.75
L180,3,6.12,111,6.62
L180,4,6.12,116,6.16
L180,5,6.12,135,7.66
L85,1,6.12,86,5.29
L85,2,6.12,76,6.07
L85,3,6.12,36,3.67
L85,4,6.12,70,5.38
L85,5,6.12,75,4.65
L7,1,6.12,80,4.95
L7,2,6.12,106,6.26
L7,3,6.12,80,4.39
L7,4,6.12,100,6.25
L7,5,6.12,49,4.13
L32,1,6.12,100,5.55
L32,2,6.12,89,7.18
L32,3,6.12,112,6.74
L32,4,6.12,116,6.54
L32,5,6.12,92,5.21
L26,1,6.12,51,3.5
L26,2,6.12,59,4.61
L26,3,6.12,29,2.73
L26,4,6.12,30,3.21
L26,5,6.12,48,3.56
L82,1,6.12,88,5.35
L82,2,6.12,67,5.09
L82,3,6.12,49,4.39
L82,4,6.12,87,5.48
L82,5,6.12,69,5.55
L131,1,6.12,70,6.34
L131,2,6.12,50,4.85
L131,3,6.12,132,8.09
L131,4,6.12,61,4.49
L131,5,6.12,64,4.9
L2,1,6.12,97,6.6
L2,2,6.12,74,5.12
L2,3,6.12,63,4.14
L2,4,6.12,60,3.48
L2,5,6.12,92,5.53
L93,1,6.12,84,5.1
L93,2,6.12,?,
L93,3,6.12,115,6.16
L93,4,6.12,93,5.45
L93,5,6.12,104,5.59
L44,1,6.12,75,3.97
L44,2,6.12,63,4.63
L44,3,6.12,66,4.12
L44,4,6.12,32,3.74
L44,5,6.12,45,3.89
L75,1,6.12,85,5.05
L75,2,6.12,66,2.01
L75,3,6.12,47,3.44
L75,4,6.12,111,6.56
L75,5,6.12,72,4.91
L165,1,6.12,83,5.69
L165,2,6.12,98,4.85
L165,3,6.12,106,5.56
L165,4,6.12,89,5.08
L165,5,6.12,62,3.94
L203,1,6.12,74,4.96
L203,2,6.12,113,6.77
L203,3,6.12,104,5.76
L203,4,6.12,121,6.75
L203,5,6.12,91,5.45
L66,1,6.12,47,4.63
L66,2,6.12,30,3.3
L66,3,6.12,74,5.59
L66,4,6.12,35,4.03
L66,5,6.12,75,5.84
L25,1,6.12,94,5.98
L25,2,6.12,70,5.05
L25,3,6.12,91,5.92
L25,4,6.12,29,3.37
L25,5,6.12,86,5.97
L62,1,6.12,90,4.74
L62,2,6.12,92,5.68
L62,3,6.12,86,5.15
L62,4,6.12,55,4.92
L62,5,6.12,90,5.34
L37,1,6.12,70,4.92
L37,2,6.12,97,4.09
L37,3,6.12,62,4.01
L37,4,6.12,64,3.38
L37,5,6.12,129,6.51
L202,1,6.12,63,4.08
L202,2,6.12,115,6.15
L202,3,6.12,29,3.27
L202,4,6.12,110,5.44
L202,5,6.12,64,4.8
L126,1,6.12,79,5.37
L126,2,6.12,17,2.47
L126,3,6.12,19,3.01
L126,4,6.12,32,2.84
L126,5,6.12,28,4.1
L57,1,6.12,29,3.34
L57,2,6.12,104,6.28
L57,3,6.12,92,5.56
L57,4,6.12,68,3.96
L57,5,6.12,132,7.09
L129,1,6.12,52,3.99
L129,2,6.12,115,6.67
L129,3,6.12,75,4.14
L129,4,6.12,23,2.78
L129,5,6.12,99,5.45
L108,1,6.12,41,3.65
L108,2,6.12,46,4.21
L108,3,6.12,57,3.41
L108,4,6.12,91,4.7
L108,5,6.12,55,4.02
L134,1,6.12,111,5.65
L134,2,6.12,93,4.7
L134,3,6.12,88,4.28
L134,4,6.12,96,5.52
L134,5,6.12,113,6.09
L18,1,6.12,60,4.84
L18,2,6.12,65,4.06
L18,3,6.12,94,4.97
L18,4,6.12,118,6.31
L18,5,6.12,34,3.03
L72,1,6.12,65,3.89
L72,2,6.12,57,4.97
L72,3,6.12,97,5.8
L72,4,6.12,59,4.28
L72,5,6.12,146,7.73
L53,1,6.12,113,6.93
L53,2,6.12,102,8.65
L53,3,6.12,114,6.03
L53,4,6.12,89,5.51
L53,5,6.12,,
L79,1,6.12,57,3.94
L79,2,6.12,71,4.57
L79,3,6.12,34,3.44
L79,4,6.12,73,4.65
L79,5,6.12,69,5.31
L172,1,6.25,69,6.62
L172,2,6.25,120,6.53
L172,3,6.25,108,9.31
L172,4,6.25,59,6.04
L172,5,6.25,120,7.73
L164,1,6.25,131,6.31
L164,2,6.25,109,8.65
L164,3,6.25,145,7.88
L164,4,6.25,69,5.17
L164,5,6.25,161,8.09
L162,1,6.25,109,5.07
L162,2,6.25,146,6.97
L162,3,6.25,117,5.66
L162,4,6.25,109,5.07
L162,5,6.25,162,7.53
L1,1,6.25,93,6.66
L1,2,6.25,109,6.22
L1,3,6.25,116,5.56
L1,4,6.25,117,5.78
L1,5,6.25,113,6.79
L70,1,6.25,102,6.06
L70,2,6.25,100,5.47
L70,3,6.25,86,5.94
L70,4,6.25,117,5.9
L70,5,6.25,79,5.02
L175,1,6.25,111,6.48
L175,2,6.25,125,7.26
L175,3,6.25,89,6.63
L175,4,6.25,97,7.04
L175,5,6.25,95,5.79
L11,1,6.25,125,7.5
L11,2,6.25,112,6.96
L11,3,6.25,159,7.81
L11,4,6.25,47,5.2
L11,5,6.25,76,7.47
L127,1,6.25,159,8.76
L127,2,6.25,125,7.78
L127,3,6.25,108,6.73
L127,4,6.25,135,8.74
L127,5,6.25,166,8.16
L12,1,6.25,63,5.33
L12,2,6.25,97,5.88
L12,3,6.25,77,6.94
L12,4,6.25,141,7.4
L12,5,6.25,64,5.85
L161,1,6.25,27,4.08
L161,2,6.25,59,4.84
L161,3,6.25,109,4.78
L161,4,6.25,43,4.35
L161,5,6.25,89,8.06
L46,1,6.25,94,5.37
L46,2,6.25,112,5.76
L46,3,6.25,46,4.52
L46,4,6.25,107,7.04
L46,5,6.25,54,5.53
L159,1,6.25,128,6.77
L159,2,6.25,177,8.32
L159,3,6.25,119,7.8
L159,4,6.25,128,7.89
L159,5,6.25,164,7.8
L156,1,6.25,118,6.66
L156,2,6.25,44,4.5
L156,3,6.25,93,5.45
L156,4,6.25,84,5.9
L156,5,6.25,102,5.99
L34,1,6.25,136,6.4
L34,2,6.25,48,5.91
L34,3,6.25,142,9.06
L34,4,6.25,122,6.67
L34,5,6.25,117,7.32
L13,1,6.25,108,8.96
L13,2,6.25,96,6.34
L13,3,6.25,95,7
L13,4,6.25,102,6.7
L13,5,6.25,90,7.78
L145,1,6.25,50,5.24
L145,2,6.25,61,5.96
L145,3,6.25,58,5.06
L145,4,6.25,56,4.31
L145,5,6.25,50,5.03
L24,1,6.25,64,5.87
L24,2,6.25,94,7.06
L24,3,6.25,52,4.92
L24,4,6.25,47,4.91
L24,5,6.25,43,4.83
L209,1,6.25,153,8.03
L209,2,6.25,51,5.45
L209,3,6.25,64,4.76
L209,4,6.25,99,6.71
L209,5,6.25,?,
L76,1,6.25,145,7.05
L76,2,6.25,113,6.07
L76,3,6.25,63,5.77
L76,4,6.25,132,7.08
L76,5,6.25,129,7.78
L157,1,6.25,93,6.12
L157,2,6.25,47,4.56
L157,3,6.25,49,6.44
L157,4,6.25,68,6.46
L157,5,6.25,77,6.23
L169,1,6.25,135,7.16
L169,2,6.25,117,8.21
L169,3,6.25,105,6.95
L169,4,6.25,106,7.02
L169,5,6.25,103,7.78
L59,1,6.25,185,8.77
L59,2,6.25,63,6.82
L59,3,6.25,166,8.24
L59,4,6.25,123,6.27
L59,5,6.25,118,10.34
L64,1,6.25,128,7.14
L64,2,6.25,86,6.99
L64,3,6.25,113,8.83
L64,4,6.25,118,7.13
L64,5,6.25,?,6.14
L153,1,6.25,93,6.55
L153,2,6.25,?,
L153,3,6.25,116,8.2
L153,4,6.25,112,6.02
L153,5,6.25,95,6.43
L68,1,6.25,109,6.56
L68,2,6.25,112,6.83
L68,3,6.25,83,5.49
L68,4,6.25,151,7.33
L68,5,6.25,64,5.49
L119,1,6.25,91,5.65
L119,2,6.25,137,7.47
L119,3,6.25,137,6.89
L119,4,6.25,79,5
L119,5,6.25,50,4.52
L181,1,6.25,128,8.15
L181,2,6.25,112,5.71
L181,3,6.25,111,7.1
L181,4,6.25,135,7.54
L181,5,6.25,83,5.21
L144,1,6.25,145,7.31
L144,2,6.25,53,5.03
L144,3,6.25,93,6.03
L144,4,6.25,101,6.31
L144,5,6.25,105,7.5
L192,1,6.25,140,7.76
L192,2,6.25,115,7.29
L192,3,6.25,131,7.15
L192,4,6.25,128,6.23
L192,5,6.25,133,5.7
L90,1,6.25,92,5.75
L90,2,6.25,82,7.9
L90,3,6.25,95,5.58
L90,4,6.25,126,8.27
L90,5,6.25,143,9.07
L166,1,6.25,67,4.25
L166,2,6.25,60,4.72
L166,3,6.25,83,6.42
L166,4,6.25,124,7.95
L166,5,6.25,98,5.89
L41,1,6.25,118,9.72
L41,2,6.25,83,9.65
L41,3,6.25,59,7.23
L41,4,6.25,?,
L41,5,6.25,116,7.44
L204,1,6.25,120,6.77
L204,2,6.25,67,4.88
L204,3,6.25,82,7.73
L204,4,6.25,84,6.94
L204,5,6.25,112,8.3
L61,1,6.25,144,7
L61,2,6.25,77,7.6
L61,3,6.25,107,7.25
L61,4,6.25,64,6.79
L61,5,6.25,121,7.11
L3,1,6.25,62,5.74
L3,2,6.25,155,8.87
L3,3,6.25,67,5.8
L3,4,6.25,115,6.98
L3,5,6.25,122,7.82
L122,1,6.25,140,6.32
L122,2,6.25,68,5.62
L122,3,6.25,116,6.57
L122,4,6.25,52,3.8
L122,5,6.25,93,5.3
L176,1,6.25,77,5.94
L176,2,6.25,72,6.7
L176,3,6.25,70,4.74
L176,4,6.25,63,5.72
L176,5,6.25,62,5.8
L118,1,6.25,121,5.87
L118,2,6.25,79,5.8
L118,3,6.25,105,6.22
L118,4,6.25,113,6.94
L118,5,6.25,118,7.25
L193,1,6.25,48,4.66
L193,2,6.25,74,5.61
L193,3,6.25,97,7.55
L193,4,6.25,?,7.36
L193,5,6.25,101,7.76
